icl_example_index,token_role,k,feature_dim,target_dim,best_alpha,cv_mse,train_sample_count,test_sample_count,train_mse,test_mse,train_mean_squared_l2,test_mean_squared_l2
1,pre_label_token,1,2,2,100.0,99.21985573401818,2600,1170,82.11856842041016,63.44731521606445,164.2371368408203,126.8946304321289
1,pre_label_token,2,4,4,100.0,69.53922241210938,2600,1170,54.64796447753906,44.637332916259766,218.5918731689453,178.54933166503906
1,pre_label_token,3,6,6,100.0,54.889049917367785,2600,1170,41.77539825439453,36.148677825927734,250.65237426757812,216.89207458496094
1,pre_label_token,4,8,8,316.22776601683796,50.24654850886418,2600,1170,35.228309631347656,33.84285354614258,281.82647705078125,270.7428283691406
1,pre_label_token,5,10,10,1000.0,48.55705870643029,2600,1170,30.808488845825195,27.41993522644043,308.0848693847656,274.1993713378906
1,pre_label_token,6,12,12,1000.0,44.46244704026442,2600,1170,27.167461395263672,23.534534454345703,326.009521484375,282.4144287109375
1,pre_label_token,7,14,14,316.22776601683796,39.57362621265453,2600,1170,21.609607696533203,21.608474731445312,302.5345153808594,302.51861572265625
1,pre_label_token,8,16,16,1000.0,38.733638023963344,2600,1170,21.23483657836914,19.265939712524414,339.7573547363281,308.2550354003906
1,pre_label_token,9,18,18,1000.0,35.41643725794605,2600,1170,19.231332778930664,17.73780059814453,346.16400146484375,319.2803955078125
1,pre_label_token,10,20,20,1000.0,32.72081411508413,2600,1170,17.443557739257812,16.15838050842285,348.87115478515625,323.16766357421875
1,first_label_token,1,2,2,316.22776601683796,98.70111656775842,2600,1170,83.34424591064453,55.86631774902344,166.68850708007812,111.73262786865234
1,first_label_token,2,4,4,316.22776601683796,55.80657996544471,2600,1170,42.9382209777832,28.949613571166992,171.7528839111328,115.79845428466797
1,first_label_token,3,6,6,316.22776601683796,36.85931368314303,2600,1170,26.391128540039062,21.018888473510742,158.34677124023438,126.11332702636719
1,first_label_token,4,8,8,316.22776601683796,26.842364361102764,2600,1170,18.83865737915039,17.54791259765625,150.7092742919922,140.38330078125
1,first_label_token,5,10,10,316.22776601683796,27.154314716045672,2600,1170,16.327919006347656,14.769407272338867,163.27919006347656,147.69407653808594
1,first_label_token,6,12,12,316.22776601683796,28.318061867738383,2600,1170,15.575373649597168,13.096242904663086,186.90447998046875,157.15492248535156
1,first_label_token,7,14,14,316.22776601683796,27.86365218277816,2600,1170,12.373429298400879,11.159613609313965,173.22801208496094,156.23458862304688
1,first_label_token,8,16,16,316.22776601683796,28.89844242976262,2600,1170,11.072563171386719,10.553821563720703,177.1610107421875,168.86111450195312
1,first_label_token,9,18,18,1000.0,29.724020349225427,2600,1170,11.823010444641113,9.846662521362305,212.81417846679688,177.2399139404297
1,first_label_token,10,20,20,316.22776601683796,26.244561279296875,2600,1170,7.988968849182129,8.958398818969727,159.7793731689453,179.16796875
1,last_label_token,1,2,2,316.22776601683796,103.55472745455228,2600,1170,86.7516860961914,64.83425903320312,173.5033721923828,129.6685028076172
1,last_label_token,2,4,4,31.622776601683793,22.96064241849459,2600,1170,17.780309677124023,23.868806838989258,71.1212387084961,95.47522735595703
1,last_label_token,3,6,6,31.622776601683793,24.50848388671875,2600,1170,16.639463424682617,22.777807235717773,99.83678436279297,136.66683959960938
1,last_label_token,4,8,8,100.0,25.30165311373197,2600,1170,12.59947395324707,18.35002899169922,100.79579162597656,146.80023193359375
1,last_label_token,5,10,10,100.0,22.54764131986178,2600,1170,10.060693740844727,16.088632583618164,100.60694122314453,160.88632202148438
1,last_label_token,6,12,12,100.0,25.03676031650641,2600,1170,9.851785659790039,13.379264831542969,118.22142791748047,160.55117797851562
1,last_label_token,7,14,14,316.22776601683796,22.90031258048592,2600,1170,7.978356838226318,10.552054405212402,111.6969985961914,147.728759765625
1,last_label_token,8,16,16,316.22776601683796,21.25554196871244,2600,1170,6.305915832519531,8.62940502166748,100.89463806152344,138.0704803466797
1,last_label_token,9,18,18,316.22776601683796,21.71962903145032,2600,1170,5.3378376960754395,8.116692543029785,96.08106994628906,146.10047912597656
1,last_label_token,10,20,20,1000.0,22.83839960186298,2600,1170,6.550053119659424,7.786844253540039,131.0010528564453,155.7368927001953
